month,PfPR,Cases,Severe cases,Pop,agebin,Run_Number
22,0.359477124183,5.367646872997,0.0,20.4,0.25,0
23,0.4876660341556,4.848197162151,0.0,17.56666666667,0.25,0
24,0.5260029717682,5.423476696014,0.0,22.43333333333,0.25,0
1,0.8305610083686,3.43165608868,0.03771050646901,322.6333333333,5.0,0
2,0.7490052356021,3.630890045315,0.07643979042768,318.3333333333,5.0,0
3,0.7660977908072,4.433043733239,0.07643178850412,318.3666666667,5.0,0
4,0.8167001799132,4.596782628447,0.1931421272457,314.9666666667,5.0,0
5,0.9034460684946,3.660514198244,0.1168249212205,312.4333333333,5.0,0
6,0.885192226447,3.238276407123,0.07710181921721,315.6,5.0,0
7,0.8649762282092,3.856312856078,0.1156893856823,315.5,5.0,0
8,0.8230487166056,3.403352428228,0.03823991492391,318.1666666667,5.0,0
9,0.8194170729177,4.202364742756,0.1135774254799,321.3666666667,5.0,0
10,0.8667215985168,4.398496024311,0.03759398311377,323.6333333333,5.0,0
11,0.8982963345379,4.334021694958,0.0,322.8333333333,5.0,0
12,0.8832223147377,2.849188260734,0.0,320.2666666667,5.0,0
13,0.8056308654849,3.425443097949,0.0380604788661,319.6666666667,5.0,0
14,0.7186486769166,2.214203469455,0.03817592188716,318.7,5.0,0
15,0.7436409501787,4.91065788269,0.0,317.1333333333,5.0,0
16,0.8388081701411,5.111076254398,0.07685828953981,316.6,5.0,0
17,0.8959304790165,3.829482849687,0.116044934839,314.5333333333,5.0,0
18,0.8996691215711,3.428327441216,0.03895826637745,312.3,5.0,0
19,0.8520430107527,4.238709658384,0.03924731165171,310.0,5.0,0
20,0.8565932891644,3.822398014367,0.0,311.9333333333,5.0,0
21,0.849734325186,4.072794970125,0.0,313.6666666667,5.0,0
22,0.8749465583583,4.642475429922,0.07802479714155,311.8666666667,5.0,0
23,0.9143069254428,4.529112495482,0.03871036320925,314.3,5.0,0
24,0.887860410682,3.262049272656,0.1553356796503,313.3,5.0,0
1,0.8353395843893,3.630575332791,0.0,526.1333333333,15.0,0
2,0.7981336888212,3.104805450886,0.02317018993199,525.1,15.0,0
3,0.7693392296353,3.29840426892,0.0,520.1,15.0,0
4,0.8149578425694,3.970200108364,0.0,517.9,15.0,0
5,0.8277809872264,3.772064922377,0.02342897467315,519.3,15.0,0
6,0.8489529472596,3.750969389454,0.02359100244939,515.7333333333,15.0,0
7,0.8362588250534,3.262517061085,0.0,514.6333333333,15.0,0
8,0.8070460001298,3.149613859132,0.0,513.7666666667,15.0,0
9,0.8005485893417,3.289576705545,0.0,510.4,15.0,0
10,0.8171081821741,3.858149562031,0.0,510.8666666667,15.0,0
11,0.8441881797929,3.850412804633,0.0,508.7333333333,15.0,0
12,0.8400967130628,3.577729873359,0.02385153248906,510.1,15.0,0
13,0.8306874836001,2.705654716119,0.0,508.1333333333,15.0,0
14,0.7594580442466,2.651852421463,0.0,509.2666666667,15.0,0
15,0.7708660387232,3.843864496797,0.0,509.6,15.0,0
16,0.8157186905465,4.310175105929,0.0,508.1,15.0,0
17,0.8575831093043,3.470264328644,0.0,508.3666666667,15.0,0
18,0.8506053899232,3.587749067694,0.0,512.0666666667,15.0,0
19,0.8357782682072,3.222121208906,0.0,513.5333333333,15.0,0
20,0.8174556789402,3.152477391064,0.0,513.3,15.0,0
21,0.8088436705146,3.475510403514,0.0,511.1,15.0,0
22,0.8253375278542,3.612203449011,0.0,508.6,15.0,0
23,0.8497578850936,3.439340293407,0.0,509.4,15.0,0
24,0.8473673831591,3.239006018266,0.0,507.1,15.0,0
1,0.8327304808116,3.048375133425,0.0,1133.5,115.0,0
2,0.8217206507401,3.273926552385,0.0,1137.166666667,115.0,0
3,0.8161721761476,3.304228475317,0.0,1141.466666667,115.0,0
4,0.8341600046683,3.737964511849,0.01064947154373,1142.466666667,115.0,0
5,0.8614138353051,3.73317224253,0.0,1143.933333333,115.0,0
6,0.8529334539195,3.056131043471,0.0,1142.566666667,115.0,0
7,0.8377557871384,3.100534228608,0.0,1141.9,115.0,0
8,0.8319534244171,3.267604736611,0.0,1139.366666667,115.0,0
9,0.8343812433894,3.689035072923,0.0,1134.533333333,115.0,0
10,0.8380904641151,3.314855340868,0.0,1130.466666667,115.0,0
11,0.8497802165383,3.54264382273,0.0,1129.9,115.0,0
12,0.858845150581,3.137597832829,0.0,1124.533333333,115.0,0
13,0.8371934604905,2.929599568248,0.0,1125.466666667,115.0,0
14,0.7994141318499,2.710823680274,0.01080009434372,1126.533333333,115.0,0
15,0.7946854888935,3.355674864724,0.0,1123.966666667,115.0,0
16,0.8331112098327,3.675403445959,0.0,1125.5,115.0,0
17,0.8589084028147,3.151203420013,0.0,1127.4,115.0,0
18,0.8491169847102,3.125666662119,0.0,1124.933333333,115.0,0
19,0.8446326011013,3.349813474342,0.01080584991723,1125.933333333,115.0,0
20,0.834189396623,2.963012270629,0.0,1129.2,115.0,0
21,0.8327196677369,3.117912253365,0.01075142156333,1131.633333333,115.0,0
22,0.8502325855267,3.685891850851,0.0,1132.2,115.0,0
23,0.8569193529342,3.20005325228,0.0,1129.2,115.0,0
24,0.8516675988343,3.330781999975,0.0,1132.366666667,115.0,0
